TourID_Dimension,TourHasLodging,TourAccommodationName,ProgramsBu,Close Rate Curr,Average Sale Curr,VPGnn Curr,Rescind Vol,Rescind%(Sales),,,,,
378127,TRUE,,GL7 Inhou,1,"$15,726 ","$15,726 ",$0 ,0,,,,,
378128,TRUE,RQ,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378131,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378133,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378135,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378136,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378138,TRUE,,GC8 Inhou,1,"$13,488 ","$13,488 ",$0 ,0,,,,,
378143,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378147,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378148,FALSE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378149,TRUE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378150,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378151,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378153,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378155,TRUE,Grand Timber,Front Ran,1,"$21,640 ","$21,640 ",$0 ,0,,,,,
378156,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378157,TRUE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378159,TRUE,Beaver Run,Front Ran,0,$0 ,$0 ,$0 ,0,,,,,
378160,TRUE,,GL7 Inhou,1,"$19,290 ","$19,290 ",$0 ,0,,,,,
378161,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378164,TRUE,Gold Point,Outbound,1,"$13,990 ","$13,990 ",$0 ,0,,,,,
378165,TRUE,GL7,Front Ran,0,$0 ,$0 ,$0 ,0,,,,,
378166,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378167,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378168,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378170,TRUE,Grand Timber,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378171,TRUE,Grand Timber,Guest Mem,0,$0 ,$0 ,$0 ,0,,,,,
378173,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378174,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378175,FALSE,,Summit Co,1,"$280,000 ","$280,000 ",$0 ,0,,,,,
378177,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378180,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378181,TRUE,,GC8 Inhou,1,"$35,560 ","$35,560 ",$0 ,0,,,,,
378182,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378183,TRUE,Grand Timber,Inbound R,0,$0 ,$0 ,$0 ,0,,,,,
378184,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378185,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378186,FALSE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378188,TRUE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378189,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378190,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378191,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378192,TRUE,GC8,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378193,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378194,TRUE,GL7,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378195,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378196,FALSE,,Summit Co,1,"$39,555 ","$39,555 ",$0 ,0,,,,,
378197,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378199,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378202,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378203,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378204,TRUE,,GL7 Inhou,1,"$39,654 ","$39,654 ",$0 ,0,,,,,
378206,TRUE,,GTL In Ho,1,"$23,305 ","$23,305 ",$0 ,0,,,,,
378207,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378210,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378211,FALSE,,GL7 Inhou,1,"$11,900 ","$11,900 ",$0 ,0,,,,,
378212,FALSE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378216,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378218,TRUE,Grand Timber,Guest Mem,1,"$13,500 ","$13,500 ",$0 ,0,,,,,
378220,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378221,TRUE,Grand Timber,Guest Mem,1,"$15,240 ","$15,240 ",$0 ,0,,,,,
378226,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378227,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378228,TRUE,,GC8 Inhou,1,"$17,026 ","$17,026 ",$0 ,0,,,,,
378230,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378231,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378232,FALSE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378233,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378237,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378238,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378239,TRUE,,GTL In Ho,1,"$17,700 ","$17,700 ",$0 ,0,,,,,
378239,TRUE,,Outbound,1,$0 ,$0 ,$0 ,0,,,,,
378241,FALSE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378242,FALSE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378243,TRUE,Grand Timber,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378244,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378245,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378246,FALSE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378248,TRUE,,GTL In Ho,0,$0 ,$0 ,"$25,500 ",1,,,,,
378250,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378251,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378253,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378255,TRUE,GL7,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378258,FALSE,,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378261,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378267,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378268,FALSE,,GC8 Inhou,1,"$30,732 ","$30,732 ",$0 ,0,,,,,
378269,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378270,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378274,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378275,TRUE,Beaver Run,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378277,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378278,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378280,TRUE,,GL7 Inhou,1,"$20,990 ","$20,990 ",$0 ,0,,,,,
378281,TRUE,GL7,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378282,TRUE,GL7,Guest Mem,0,$0 ,$0 ,$0 ,0,,,,,
378283,TRUE,Grand Timber,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378284,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378286,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378287,TRUE,Breck Inn,Outbound,1,"$14,990 ","$14,990 ",$0 ,0,,,,,
378291,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378292,TRUE,GL7,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378294,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378295,TRUE,,GTL In Ho,1,"$12,500 ","$12,500 ",$0 ,0,,,,,
378298,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378299,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378301,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378303,TRUE,Ski Village,Outbound,1,"$13,990 ","$13,990 ",$0 ,0,,,,,
378305,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378307,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378308,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378311,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378312,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378314,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378315,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378316,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378317,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378320,TRUE,,GC8 Inhou,1,"$12,991 ","$12,991 ",$0 ,0,,,,,
378321,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378322,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378324,TRUE,,GL7 Inhou,1,"$31,000 ","$31,000 ",$0 ,0,,,,,
378325,TRUE,Grand Timber,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378326,TRUE,RQ,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378327,TRUE,GL7,GL7 Inhou,1,"$13,191 ","$13,191 ",$0 ,0,,,,,
378328,TRUE,,GL7 Inhou,1,"$108,000 ","$108,000 ",$0 ,0,,,,,
378331,TRUE,Beaver Run,Outbound,1,"$10,990 ","$10,990 ",$0 ,0,,,,,
378332,TRUE,Beaver Run,Outbound,1,"$18,190 ","$18,190 ",$0 ,0,,,,,
378333,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378336,TRUE,,Summit Co,1,"$70,880 ","$70,880 ",$0 ,0,,,,,
378337,TRUE,GC8,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378340,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378341,TRUE,GL7,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378343,TRUE,Ski Village,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378346,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378347,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378351,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378353,TRUE,Grand Timber,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378354,TRUE,Grand Timber,Outbound,1,"$22,073 ","$22,073 ",$0 ,0,,,,,
378357,TRUE,Grand Timber,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378358,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378360,TRUE,GL7,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378361,TRUE,GL7,Guest Mem,0,$0 ,$0 ,$0 ,0,,,,,
378363,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378365,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378368,TRUE,,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378370,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378371,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378373,TRUE,,GC8 Inhou,0,$0 ,$0 ,"$19,990 ",1,,,,,
378375,TRUE,Ski Village,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378376,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378378,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378379,TRUE,Grand Timber,Internet,1,"$19,300 ","$19,300 ",$0 ,0,,,,,
378380,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378381,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378382,TRUE,GC8,Internet,1,"$21,620 ","$21,620 ",$0 ,0,,,,,
378383,TRUE,GL7,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378384,TRUE,,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378385,TRUE,,GTL In Ho,1,"$12,703 ","$12,703 ",$0 ,0,,,,,
378386,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378390,TRUE,,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378391,FALSE,,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378392,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378394,TRUE,GL7,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378395,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378396,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378397,TRUE,GL7,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378399,TRUE,Breck Inn,Inbound R,0,$0 ,$0 ,$0 ,0,,,,,
378400,TRUE,GL7,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378404,TRUE,GL7,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378405,TRUE,Grand Timber,Inbound R,0,$0 ,$0 ,$0 ,0,,,,,
378410,TRUE,,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378413,TRUE,Grand Timber,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378414,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378415,TRUE,GL7,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378416,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378417,TRUE,GL7,Outbound,1,"$30,990 ","$30,990 ",$0 ,0,,,,,
378418,TRUE,GC8,Internet,1,"$21,800 ","$21,800 ",$0 ,0,,,,,
378419,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378420,TRUE,GC8,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378421,TRUE,Gold Point,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378422,TRUE,Grand Timber,Internet,1,"$18,270 ","$18,270 ",$0 ,0,,,,,
378423,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378424,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378426,TRUE,GL7,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378428,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378429,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378431,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378432,TRUE,Grand Timber,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378433,TRUE,GL7,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378434,TRUE,Breck Inn,Outbound,1,"$10,990 ","$10,990 ",$0 ,0,,,,,
378437,TRUE,GL7,Outbound,1,"$19,990 ","$19,990 ",$0 ,0,,,,,
378438,TRUE,Ski Village,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378440,TRUE,DoubleTree,Outbound,1,"$27,150 ","$27,150 ",$0 ,0,,,,,
378441,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378442,TRUE,GL7,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378443,TRUE,GL7,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378445,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378447,TRUE,,GTL In Ho,1,"$11,400 ","$11,400 ",$0 ,0,,,,,
378448,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378450,FALSE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378452,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378454,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378455,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378458,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378461,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378462,TRUE,,GL7 Inhou,1,"$12,000 ","$12,000 ",$0 ,0,,,,,
378463,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378464,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378467,TRUE,GL7,Guest Mem,0,$0 ,$0 ,$0 ,0,,,,,
378468,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378469,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378472,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378473,TRUE,GL7,Reservati,1,"$83,784 ","$83,784 ",$0 ,0,,,,,
378474,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378477,TRUE,GL7,Outbound,1,"$21,452 ","$21,452 ",$0 ,0,,,,,
378478,TRUE,Grand Timber,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378481,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378485,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378486,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378487,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378488,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378490,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378491,TRUE,Breck Inn,Outbound,1,"$19,490 ","$19,490 ",$0 ,0,,,,,
378492,TRUE,GL7,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378494,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378495,TRUE,Tonti Management,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378496,TRUE,DoubleTree,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378497,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378498,TRUE,,GL7 Inhou,1,"$15,680 ","$15,680 ",$0 ,0,,,,,
378499,TRUE,Breck Inn,Inbound R,1,"$15,670 ","$15,670 ",$0 ,0,,,,,
378500,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378502,TRUE,Breck Inn,Outbound,1,"$18,990 ","$18,990 ",$0 ,0,,,,,
378503,TRUE,Beaver Run,Outbound,1,"$17,130 ","$17,130 ",$0 ,0,,,,,
378508,TRUE,Breck Inn,Inbound R,0,$0 ,$0 ,$0 ,0,,,,,
378510,TRUE,,GL7 Inhou,1,"$41,000 ","$41,000 ",$0 ,0,,,,,
378511,TRUE,,GL7 Inhou,1,"$55,700 ","$55,700 ",$0 ,0,,,,,
378512,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378513,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378514,FALSE,,Other Pro,0,$0 ,$0 ,$0 ,0,,,,,
378515,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378517,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378518,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378519,TRUE,,GC8 Inhou,1,"$17,190 ","$17,190 ",$0 ,0,,,,,
378520,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378521,FALSE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378522,FALSE,,GL7 Inhou,1,"$16,890 ","$16,890 ",$0 ,0,,,,,
378525,TRUE,GC8,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378526,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378527,TRUE,Grand Timber,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378528,TRUE,GL7,Outbound,1,"$59,344 ","$59,344 ",$0 ,0,,,,,
378529,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378530,FALSE,,GC8 Inhou,1,"$12,100 ","$12,100 ",$0 ,0,,,,,
378531,TRUE,GL7,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378532,TRUE,GL7,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378533,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378538,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378540,TRUE,,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378541,TRUE,Grand Timber,Outbound,1,"$21,500 ","$21,500 ",$0 ,0,,,,,
378542,TRUE,GL7,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378543,TRUE,Gold Point,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378546,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378548,TRUE,,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378549,TRUE,GC8,Outbound,1,"$14,400 ","$14,400 ",$0 ,0,,,,,
378550,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378551,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378552,TRUE,Grand Timber,Inbound R,1,"$37,490 ","$37,490 ",$0 ,0,,,,,
378553,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378554,TRUE,Grand Timber,Internet,1,"$10,990 ","$10,990 ",$0 ,0,,,,,
378556,FALSE,,GL7 Inhou,1,"$13,140 ","$13,140 ",$0 ,0,,,,,
378557,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378559,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378562,TRUE,,GC8 Inhou,1,"$15,571 ","$15,571 ",$0 ,0,,,,,
378563,TRUE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378568,TRUE,GL7,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378569,TRUE,Grand Timber,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378573,TRUE,,Reservati,1,"$11,495 ","$22,990 ",$0 ,0,,,,,
378574,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378576,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378584,TRUE,,GC8 Inhou,0,$0 ,$0 ,"$14,452 ",1,,,,,
378587,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378588,TRUE,GC8,Guest Mem,0,$0 ,$0 ,$0 ,0,,,,,
378589,TRUE,GL7,Reservati,1,"$18,900 ","$18,900 ",$0 ,0,,,,,
378591,FALSE,,GC8 Inhou,1,"$19,002 ","$19,002 ",$0 ,0,,,,,
378592,TRUE,,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378594,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378595,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378596,TRUE,Grand Timber,IMI,0,$0 ,$0 ,$0 ,0,,,,,
378598,TRUE,,IMI,0,$0 ,$0 ,$0 ,0,,,,,
378599,TRUE,,GL7 Inhou,1,"$16,075 ","$16,075 ",$0 ,0,,,,,
378601,TRUE,GL7,Internet,1,"$29,469 ","$29,469 ",$0 ,0,,,,,
378602,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378603,TRUE,Grand Timber,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378604,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378606,TRUE,GC8,Guest Mem,1,"$15,772 ","$31,543 ",$0 ,0,,,,,
378607,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378608,TRUE,Ski Village,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378611,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378613,TRUE,GC8,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378615,TRUE,Ski Village,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378616,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378617,FALSE,,Summit Co,0,$0 ,$0 ,$0 ,0,,,,,
378618,TRUE,Breck Inn,Outbound,1,"$18,120 ","$18,120 ",$0 ,0,,,,,
378619,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378621,TRUE,Beaver Run,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378623,TRUE,Grand Timber,Internet,0,$0 ,$0 ,$0 ,0,,,,,
378624,FALSE,,GTL In Ho,0,$0 ,$0 ,$0 ,0,,,,,
378626,TRUE,,Reservati,0,$0 ,$0 ,$0 ,0,,,,,
378631,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378632,TRUE,Grand Timber,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378633,TRUE,,GL7 Inhou,1,"$20,000 ","$20,000 ",$0 ,0,,,,,
378635,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378636,TRUE,,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378637,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378639,TRUE,RQ,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378641,TRUE,Breck Inn,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378646,TRUE,Gold Point,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378647,TRUE,Grand Timber,IMI,0,$0 ,$0 ,$0 ,0,,,,,
378651,TRUE,GL7,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378654,TRUE,,GL7 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378655,TRUE,GL7,GC8 Inhou,0,$0 ,$0 ,$0 ,0,,,,,
378656,TRUE,GL7,Outbound,0,$0 ,$0 ,$0 ,0,,,,,
378658,TRUE,,GP Inhous,0,$0 ,$0 ,$0 ,0,,,,,
